# tracer: function
#
# entries-in-buffer/entries-written: 9051/50520961   #P:8
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| / _-=> migrate-disable
#                              |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
            nano-11521   [005] d..2. 13597.756938: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756938: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756938: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756938: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756938: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756939: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756939: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756939: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756939: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756939: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756939: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756939: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756940: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756940: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756940: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756940: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756940: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756940: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756940: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756941: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756941: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756941: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756941: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756941: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756941: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756941: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756941: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756941: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756942: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756942: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756942: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756942: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756942: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756942: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756942: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756942: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756943: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756943: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756943: __mod_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756943: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] d..2. 13597.756943: __mod_memcg_lruvec_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756943: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] d..2. 13597.756943: __mod_zone_page_state <-lru_gen_del_folio.constprop.0
            nano-11521   [005] d..2. 13597.756943: _raw_spin_unlock_irqrestore <-release_pages
            nano-11521   [005] ...1. 13597.756944: __mem_cgroup_uncharge_list <-release_pages
            nano-11521   [005] ...1. 13597.756944: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756944: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756944: __rcu_read_unlock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756944: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756944: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756944: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756944: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756944: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756944: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756944: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756944: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756944: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756944: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756944: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756945: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756945: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756945: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756945: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756945: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756945: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756945: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756946: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756946: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756946: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756946: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756946: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756946: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756946: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756946: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756947: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756947: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756947: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756947: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756947: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756947: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756947: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756947: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756948: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756948: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756948: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756948: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756948: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756948: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756948: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756949: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756949: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756949: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756949: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756949: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756949: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756949: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756949: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756950: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756950: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756950: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756950: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756950: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756950: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756950: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756951: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756951: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756951: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756951: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756951: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756951: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756951: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756951: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756952: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756952: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756952: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756952: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756952: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756952: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756952: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756952: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756953: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756953: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756953: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756953: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756953: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756953: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756953: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756954: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756954: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756954: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756954: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756954: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756954: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756954: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756954: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756955: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: __rcu_read_lock <-uncharge_folio
